,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
454,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3104-sol-de-surco-3-santiago-de-surco-lima-lima-constructora-peruven,SOL DE SURCO 3,-12.1427156,-77.0055484,"Jirón Combate de Iquique 206, Surco",Santiago De Surco,Entrega inmediata,"30 de Diciembre, 2023",Financiamiento Propio,"['Areas verdes', 'Jardin interior']",flat,TIPO 4,"Pisos: 3, 4, 5, 6",2,75.85 m2,"S/ 404,500"
2124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,NOBEL,-12.0931465,-77.0598143,Av. Javier Prado 881,Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 8,Pisos: Entre 2 al 22,2,50.16 m2,"S/ 510,830"
5385,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3175-caserta-miraflores-lima-lima-reyna-grupo-inmobiliario,Caserta,-12.1284025,-77.0153361,Ca. Miguel Aljovín 194,Miraflores,En planos,"30 de Septiembre, 2025",Otros,"['Lobby', 'Parque privado']",flat,AT102,Piso: 1,3,157.65 m2,"S/ 1,534,521"
442,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3194-arequipa-avenue-4015-miraflores-lima-lima-grupo-edifikarte,AREQUIPA AVENUE 4015,-12.1058737,-77.030991,Av. Arequipa 4015,Miraflores,En planos,"31 de Diciembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO X07,Pisos: Entre 2 al 16,3,83.57 m2,"S/ 684,438"
5626,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,809,Piso: 8,2,60.98 m2,"S/ 347,322"
5404,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2978-guadalajara-277-santiago-de-surco-lima-lima-cp-building,GUADALAJARA 277,-12.1329643,-77.0120508,Guadalajara 277,Santiago De Surco,En construcción,"31 de Enero, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Jardin interior', 'Lobby', 'Parque privado', 'Terraza', 'Video vigilancia', 'Otros']",flat,S03,Piso:,2,81.00 m2,"$ 182,000"
5813,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2570-henko-miraflores-lima-lima-inarco,HENKO,-12.1294641,-77.0258832,"Ca. Grimaldo Del Solar 701, esquina Ca. Manco Capac",Miraflores,En construcción,"15 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,203,Piso: 2,1,89.40 m2,"S/ 955,000"
5130,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 1304 y 1404,Pisos: 13 y 14,3,72.91 m2,"S/ 493,378"
3774,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],duplex,DUPLEX 1005,Piso: 10,2,139.50 m2,"$ 235,000"
2174,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2411-terrazas-de-bellavista-bellavista-callao-callao-nadlan,TERRAZAS DE BELLAVISTA,-12.0626033,-77.1280969,JR. GRAU 459 BELLAVISTA,Bellavista,Entrega inmediata,"28 de Diciembre, 2023",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,1209,Piso: 12,2,73.81 m2,"S/ 388,494"
2350,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-cercado-de-lima-lima-lima-my-home,NOVO 3,-12.0732836,-77.03092219999999,jirón José Gálvez 950,Cercado de lima,En planos,"15 de Diciembre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 1 C,Piso: 23,1,37.00 m2,"S/ 275,000"
1629,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2116-salaverry-571-jesus-maria-lima-lima-desarrolladora,SALAVERRY 571,-12.069891410600832,-77.04006831333737,"Av. General Salaverry 571, Jesús María",Jesus Maria,En construcción,"30 de Abril, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,6,"Pisos: 8, 9, 13, 20, 22",1,39.77 m2,"S/ 342,000"
1490,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3328-vernazza-jesus-maria-lima-lima-toratto-grupo-inmobiliario,VERNAZZA,-12.0844102,-77.0499588,JIRON INCA RIPAC Nº 338,Jesus Maria,En planos,"31 de Diciembre, 2025",BBVA,"['Jardin interior', 'Lobby']",duplex,VER-1004,Piso: 10,2,83.33 m2,"S/ 629,308"
1930,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3068-centric-surquillo-lima-lima-ghs-constructora%C2%A0,CENTRIC,-12.102837,-77.02138459999999,CALLE LOS PAUJILES 181-183,Surquillo,En construcción,"30 de Mayo, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 10,Piso: 9,1,40.76 m2,"S/ 372,000"
5353,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S31,Pisos: 4 y 5,1,43.60 m2,"S/ 274,451"
6227,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2264-all-san-isidro-san-isidro-lima-lima-senda,All San Isidro,-12.09095557512452,-77.0273792821136,Av. Javier Prado Este 595,San Isidro,En construcción,"30 de Noviembre, 2025",Otros,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Pisos: Entre 2 al 33,1,45.93 m2,"S/ 415,900"
3668,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 124,Piso: 1,3,54.74 m2,"S/ 150,000"
493,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,DERBY 182,-12.097971285025372,-76.97209653907143,Derby 182,Santiago De Surco,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo X09A,"Pisos: 3, 7, 9, 10",2,61.50 m2,"S/ 460,000"
4710,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2796-family-apartments-la-victoria-lima-lima-hl-desarrollos-inmobiliarios,Family Apartments,-12.0841883,-77.0248373,Jr. Alberto Barton 270 Esq. Jr. Ricardo Flores,La Victoria,En construcción,"31 de Julio, 2025","Banco Pichincha, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 11,"Pisos: 5, 6, 7",2,44.19 m2,"S/ 314,900"
1310,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3238-la-rosa-park-jesus-maria-lima-lima-infinity-group,La Rosa Park,-12.087301244590025,-77.05873428808431,Quiñones 102,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco BCP,"['Cuarto servicio', 'Lobby']",flat,Tipo 102,Piso: 1,1,40.43 m2,"S/ 379,000"
3971,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",duplex,11 - IV,Piso: 16,2,110.40 m2,"S/ 514,280"
1318,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2084-unity-cercado-de-lima-lima-lima-casaideal-inmobiliaria,UNITY,-12.075775495514476,-77.0367550426991,"Av. Arenales N° 1109, Cercado de Lima",Cercado de lima,Entrega inmediata,"30 de Noviembre, 2023",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,104,Piso: 1,1,53.54 m2,"S/ 352,900"
1529,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,Alameda San Miguel,-12.06894549013527,-77.09819108247758,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",San Miguel,En planos,"01 de Julio, 2027",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,X10-A,Pisos: Entre 3 al 11,2,48.56 m2,"S/ 322,000"
5850,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,A5c,Pisos: 14 y 15,2,55.90 m2,"S/ 281,320"
2681,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3338-empire-san-isidro-lima-lima-redbay-inmobiliaria,EMPIRE,-12.0959094,-77.0354488,Av. Camino Real 295,San Isidro,En planos,"30 de Noviembre, 2026",BBVA,"['Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,5,Pisos: Entre 2 al 7,2,60.63 m2,"S/ 731,900"
6053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3300-bolona-1250-miraflores-lima-lima-ee-inmobiliaria,Boloña 1250,-12.1184027,-77.0093277,Av. Roca y Boloña 1250,Miraflores,En planos,"30 de Septiembre, 2025",Banco BCP,['Lobby'],flat,Tipo 02,Pisos: Entre 2 al 7,3,112.30 m2,"$ 195,000"
